seed,method,target_fraction,n_targeted,n_treated,n_control,uplift,uplift_ci95_low,uplift_ci95_high,incremental_conversions_per_10000,incremental_conversions_per_10000_ci95_low,incremental_conversions_per_10000_ci95_high,cumulative_gain,auuc,qini,train_index_hash,test_index_hash
137,t_learner,0.3,15003,7650,7353,0.0590161678707,0.0440716634267,0.0743865449076,590.161678707,440.716634267,743.865449076,885.419566563,0.0181866005057,0.0123875967491,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,t_learner,0.5,25005,12603,12402,0.0489115503443,0.0376047311134,0.0607633990932,489.115503443,376.047311134,607.633990932,1223.03331636,0.0181866005057,0.0123875967491,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,x_learner,0.05,2500,1452,1048,0.142927365256,0.105129999685,0.182409495721,1429.27365256,1051.29999685,1824.09495721,357.318413139,0.0235672239269,0.016194460677,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,x_learner,0.1,5001,2727,2274,0.0928277084525,0.064827489785,0.120985505543,928.277084525,648.27489785,1209.85505543,464.231369971,0.0235672239269,0.016194460677,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,x_learner,0.2,10002,5211,4791,0.0892638723513,0.0693015695688,0.109042138115,892.638723513,693.015695688,1090.42138115,892.817251258,0.0235672239269,0.016194460677,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,x_learner,0.3,15003,7672,7331,0.0714360389672,0.0561673441265,0.0873721508495,714.360389672,561.673441265,873.721508495,1071.75489262,0.0235672239269,0.016194460677,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,x_learner,0.5,25005,12692,12313,0.0500168368141,0.0381402268642,0.0631596909111,500.168368141,381.402268642,631.596909111,1250.67100454,0.0235672239269,0.016194460677,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,dr_learner,0.05,2500,1479,1021,0.160250029966,0.12359210799,0.199950266844,1602.50029966,1235.9210799,1999.50266844,400.625074914,0.0207196032537,0.0144826085226,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,dr_learner,0.1,5001,2711,2290,0.112249302937,0.0845893328007,0.139912067769,1122.49302937,845.893328007,1399.12067769,561.358763988,0.0207196032537,0.0144826085226,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,dr_learner,0.2,10002,5199,4803,0.0700996047503,0.0508114158311,0.0890577921882,700.996047503,508.114158311,890.577921882,701.136246713,0.0207196032537,0.0144826085226,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
